id,lane,artist,title,year,subculture,proposed_signals,why,error
87a37692-f37c-4dcf-b7c6-a2b22dbb6150,pop,Billie Eilish,Birds of a Feather,,,open_signal|forward_motion_romantic,"The track combines an effortlessly bright, radio-friendly pop accessibility with a driving, propulsive rhythm of lifetime devotion.",
0aad925d-6b7e-49f7-8ce5-9d38c8e83406,pop,Billie Eilish,Bury a Friend,,,bassline_mystic|beautiful_doom_seeker,"The song's menacing, low-end groove drives the rhythm while its dark, spectral atmosphere captures a wonderfully eerie sense of melancholy.",
f579b420-8aa9-41f6-b58e-474da4fdd92d,pop,Billie Eilish,Ocean Eyes,,,beautiful_doom_seeker|texture_astronaut,"The song relies on lush, atmospheric vocal production to convey a sense of melancholic, sublime beauty.",
cd82e26b-8907-450e-a0c2-58e95febe603,pop,Britney Spears,Toxic,,,melody_maximalist|bassline_mystic,"The track is defined by its iconic, high-flying string hook and a slinky, body-forward groove that commands the dance floor.",
e40f0aa4-cabc-4a6a-a525-a8677c30583f,pop,Carly Rae Jepsen,Call Me Maybe,,,melody_maximalist|open_signal,"A masterpiece of pure pop songwriting defined by its inescapable, massive hooks and universally inviting, radio-friendly energy.",
f8ce0f65-eb36-40dc-8a22-eebcffa98c74,pop,Carly Rae Jepsen,Run Away With Me,,,forward_motion_romantic|melody_maximalist,"The track pair massive, unforgettable pop hooks with a driving, propulsive beat that perfectly captures the euphoric yearning of escaping together.",
39932a59-0dd6-429e-8e8e-98b08797d304,pop,Chappell Roan,"Good Luck, Babe!",,,melody_maximalist|forward_motion_romantic,"The track pairs a driving, propulsive synth-pop rhythm with soaring, theatrical vocal hooks designed for maximal emotional impact.",
8829382f-0302-4966-a1de-2ded703aa875,pop,Charli XCX,Track 10,,,catharsis_engine|texture_astronaut,"The track merges pioneering, glitched-out sound design with a massive emotional build-up that culminates in a euphoric, explosive climax.",
af007000-34d6-44b4-a9a9-978962095d3c,pop,Daft Punk feat. Pharrell Williams,Get Lucky,,,open_signal,"This song is a universally accessible, radio-friendly disco anthem that instantly invites everyone to dance.",
50960724-1a8e-416e-b838-ab0e9e7a569e,pop,Dua Lipa,Levitating,,,open_signal|bassline_mystic,"This track is a universally accessible, radio-friendly pop anthem driven by a prominent, body-forward disco-funk bass groove.",
76455d50-d7c0-473c-a2f6-13cf1ee84571,pop,Harry Styles,As It Was,,,open_signal|forward_motion_romantic,"A highly accessible, driving synth-pop anthem that pairs an energetic, propulsive beat with a sense of nostalgic yearning.",
f6429e93-3d17-4478-9d60-f2e11abe3665,pop,Harry Styles,Lights Up,,,communal_lift_seeker,The song's gospel-tinged choir backing vocals and message of self-liberation build toward a powerful sense of collective warmth and spiritual uplift.,
16389651-b5de-461b-8ec8-4f456ef0d263,pop,Harry Styles,Watermelon Sugar,,,open_signal|melody_maximalist,"This track is a highly accessible, radio-friendly pop anthem defined by its breezy, incredibly sticky vocal and brass hooks.",
e6472f72-e6ca-4b3b-ad5a-fb58351c0806,pop,Kacey Musgraves,Golden Hour,,,cinematic_romantic,"The song's shimmering, sun-drenched acoustic-pop production and slow-burn warmth evoke a widescreen, panoramic feeling of romantic awe.",
f2184157-5d61-471e-b1c8-eb38a1f1cfc0,pop,Kate Bush,Running Up That Hill,,,forward_motion_romantic,"The song's iconic, propulsive rhythm drives a powerful sense of emotional yearning and desperate desire for connection.",
5763b9e1-9923-4fed-a3b1-8f6b3ad859f0,pop,Katy Perry,Firework,,,open_signal|catharsis_engine,"This is a massive, universally accessible pop anthem designed for explosive emotional release and collective empowerment.",
a28b50ef-dee9-4ddb-a5d9-fac365fd8ab7,pop,Katy Perry,Teenage Dream,,,open_signal|forward_motion_romantic,"This track is a masterclass in driving, romantic yearning wrapped in an irresistible, universally accessible pop format.",
0f45e496-b6a1-43c9-86dc-674f9a3811e7,pop,Kelly Clarkson,Since U Been Gone,,,catharsis_engine|open_signal,"The song is a masterclass in quiet-loud dynamics that erupts into an explosive, highly accessible anthem of emotional release.",
7649d4ae-2a0c-4d36-a1c5-2419cd08d5a9,pop,Lady Gaga,Bad Romance,,,melody_maximalist|open_signal,"The track is a towering pop anthem built on a relentless stack of unforgettable, oversized melodic hooks.",
484702a6-120a-412e-bfa1-04012c1121f2,pop,Lady Gaga,Paparazzi,,,open_signal|melody_maximalist,"A polished, radio-friendly pop anthem defined by its massive, inescapable melodic hooks.",
72025858-2351-4401-a5e6-6cf74be3dd47,pop,Lana Del Rey,Video Games,,,cinematic_romantic|beautiful_doom_seeker,"The song's lush, slow-burn orchestration and melancholic, tragic-romance themes evoke a widescreen cinematic beauty.",
b340512d-a04b-46ce-822c-db462d7dd148,pop,Lorde,Green Light,,,forward_motion_romantic|catharsis_engine,"The song pairs a driving, propulsive piano beat fueled by emotional yearning with an explosive, cathartic pop chorus payoff.",
3ff67880-69f0-48f2-9f70-1099f4de7ae5,pop,Lorde,Royals,,,bassline_mystic,"The song's iconic minimalist structure is driven entirely by a heavy sub-bass groove, finger snaps, and vocal-forward swagger.",
aa361939-5d76-44f8-91f2-a8b630719a6e,pop,Madonna,Into the Groove,,,bassline_mystic|open_signal,"The track is driven by one of dance-pop's most iconic, body-forward basslines while serving as a universally accessible invitation to the dancefloor.",
34736cce-50ff-4002-8ab2-748e85ed3a6d,pop,Madonna,Like a Prayer,,,communal_lift_seeker|open_signal,"The song marries a massive, universally accessible pop hook with a soaring gospel choir to create a powerful sense of collective spiritual uplift.",
689d907e-0260-4e7b-bc52-644920a33255,pop,Madonna,Material Girl,,,open_signal|melody_maximalist,"A quintessential, hyper-accessible pop anthem driven by an inescapable, career-defining vocal hook and sparkling, radio-friendly energy.",
ca932793-0bc8-4099-afbd-2229012f93bf,pop,Michael Jackson,Billie Jean,,,bassline_mystic|open_signal,"The song is anchored by one of history's most iconic, body-moving basslines while maintaining a universal, radio-friendly pop appeal.",
dc7aefa0-fc0a-4dac-80e3-f22a5ea34131,pop,Miley Cyrus,Flowers,,,open_signal,"A universally accessible, infectious self-empowerment anthem designed for global pop-radio appeal and collective sing-alongs.",
3cc52e73-9a04-4f60-822f-4cf374c8f24c,pop,NewJeans,Ditto,,,forward_motion_romantic,The song's propulsive Baltimore club beat drives a deeply nostalgic and bittersweet emotional yearning.,
ae24d73c-7155-46a6-8cd2-a36c4063d84d,pop,Olivia Rodrigo,drivers license,,,catharsis_engine,"The song is built entirely around an intimate, slow-burning heartbreak that explodes into a massive, emotionally releasing bridge and climax.",
026dd6f9-dfbf-424b-90dc-355c05195ea4,pop,Olivia Rodrigo,Good 4 U,,,catharsis_engine|open_signal,"The song's pop-punk loud-quiet dynamic delivers an explosive, angsty emotional release that doubles as a massive, radio-friendly stadium anthem.",
cf24be05-9a75-484e-b1eb-d23bb38d6d0d,pop,Olivia Rodrigo,Vampire,,,catharsis_engine,"The song masterfully builds from a quiet, dramatic piano ballad into an explosive, theatrical pop-rock climax of pure emotional release.",
574e6770-134b-4249-b501-c5408a067983,pop,Rihanna feat. Calvin Harris,We Found Love,,,open_signal|catharsis_engine,"A massive, universally appealing pop blockbuster built on a driving EDM tension-and-release structure.",
b5826de9-9d80-48d6-8dac-3086ccdb2edc,pop,Robyn,Dancing On My Own,,,forward_motion_romantic|catharsis_engine,"The song is the ultimate 'sad banger,' combining a relentless, driving electronic pulse of yearning with an explosive emotional release.",
a6a30e43-0d54-4892-bde4-a025b08a26bb,pop,Sabrina Carpenter,Espresso,,,bassline_mystic|melody_maximalist,"The track relies on a body-forward disco-funk bass groove paired with an inescapable, hyper-catchy barrage of pop hooks.",
e501d615-483b-4d21-9279-17077c883ee7,pop,Sia,Chandelier,,,catharsis_engine|melody_maximalist,The song builds intense tension before exploding into an incredibly soaring and emotionally releasing vocal chorus.,
5132eed3-f19d-4b9a-91dc-a0e38cb85c9b,pop,Sinead O'Connor,Nothing Compares 2 U,,,beautiful_doom_seeker|catharsis_engine,"The song is a sublime monument to heartbreak, pairing gorgeous melancholy with a raw, emotionally devastating vocal release.",
4c1a9d17-9c47-4da4-b0b8-e9654eac1b33,pop,Taylor Swift,All Too Well (10 Minute Version),,,catharsis_engine|forward_motion_romantic,"The song's relentless driving rhythm fuels an epic, ten-minute emotional escalation that culminates in an explosive release of bittersweet memories.",
d57cbd47-5706-4649-9f63-24bdda5c0a66,pop,Taylor Swift,Anti-Hero,,,open_signal|melody_maximalist,"The track combines highly accessible, radio-friendly synth-pop production with an inescapable, lyric-driven vocal hook.",
b47d8c21-70c9-4c0d-8b36-93f0cf72af25,pop,Taylor Swift,Blank Space,,,open_signal|melody_maximalist,"The song is a masterclass in wide-appeal, radio-friendly pop engineering driven by endlessly sticky, top-line melodic hooks.",
cd7e398f-9303-4a8c-8b24-a58a9c226ba0,pop,Taylor Swift,Cruel Summer,,,melody_maximalist|catharsis_engine,"The song is built on massive, indelible synthesizer hooks, culminating in one of modern pop's most explosive, shout-along bridge releases.",
6308af2f-0e29-4d84-b221-d0698ddf1ba3,pop,Taylor Swift,Love Story,,,open_signal|melody_maximalist,"A quintessential pop anthem featuring indelible, instantly recognizable hooks and a triumphant key change that invites everyone to sing along.",
6defc269-6816-4bba-8f65-98151fc4073e,pop,Taylor Swift,Shake It Off,,,open_signal,"A massively hooky, universally accessible pop anthem designed for instant sing-alongs and broad global appeal.",
7bab8d89-6588-4c3b-9d1d-db356a540772,pop,Taylor Swift,Style,,,forward_motion_romantic,"The song's driving, nocturnal mid-tempo groove perfectly matches its lyrical themes of late-night romantic yearning and kinetic energy.",
32a08ce0-d6de-4519-bd2c-116bdb90db73,pop,Taylor Swift,The Archer,,,forward_motion_romantic,"The song is driven by a tense, heartbeat-like pulsing synth that builds continuous emotional yearning without ever dropping into a conventional release.",
a167efca-d8d2-4974-83d3-96427543b9d6,pop,The Weeknd,Blinding Lights,,,open_signal|forward_motion_romantic,"The song combines a driving, propulsive synthwave rhythm of romantic yearning with an incredibly infectious, universally accessible pop sensibility.",
27e409ce-9501-4cd8-bf39-41ba46d9ad8e,pop,Whitney Houston,I Wanna Dance with Somebody,,,open_signal|melody_maximalist,"This iconic pop anthem pairs an instantly welcoming, radio-friendly energy with massive, soaring vocal melodies designed for universal appeal.",
