id,lane,artist,title,existing_year,proposed_year,existing_canon,proposed_canon,why,error
503afc59-ef81-4c9a-80ec-5335e6d89934,electronic,The Prodigy,Firestarter,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""8ff1866643a42cb5fd56250bb1f21769""}
"
66904a3a-90c6-4e96-adeb-8c694acfee88,electronic,The Prodigy,Smack My Bitch Up,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""5ea4f410b64dc61b5cd658f44c160f8f""}
"
9cd16248-e63e-4723-bc87-9813768eb621,electronic,Todd Terje,Inspector Norse,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""76724ef6b030ebd961ffe12798093371""}
"
d4c6af06-1603-4478-9053-a58f23e5e635,electronic,Underworld,Born Slippy .NUXX,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""25022b4334f920d22b4c994e80d9f6d5""}
"
b85d86b1-eb6d-42da-b39a-97e4d57014d2,electronic,Underworld,Cowgirl,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""481e59491937e52056bd4ff13a518733""}
"
331caf7d-aa70-45bf-86ae-b4851e4f0c62,electronic,Underworld,Rez,,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""f5d5ca5ca01c8027a52d2aaade96c739""}
"
3d7aa4ff-300b-43d7-9fa9-033136ecee23,electronic_crossover,James,Born of Frustration,1992,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""54d7e1af4adbc8ffa7143e7a8061f074""}
"
5406735f-3b9e-484a-91b2-f67c7a6550ab,electronic_crossover,Massive Attack,Angel,1998,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""3272a09442e5f73b8ba0ac69edb619a4""}
"
0a41917b-7f35-4140-b4c1-678ac0508e60,electronic_crossover,Massive Attack,Protection,1994,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""586262af2e105e48edcb160ee22b49ac""}
"
f898ea67-423b-4a6d-9980-a9ae18762d55,electronic_crossover,Massive Attack,Teardrop,1998,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""952495ac71a822eb83dd518e9dfa9eca""}
"
5a28e311-9a8a-4ebb-9f35-6fddb34fc051,electronic_crossover,Massive Attack,Unfinished Sympathy,1991,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""11e6ac7318ceb65a34bb3150fdf7a055""}
"
40f1ebc8-ea2f-4c75-8319-d631b9384d64,electronic_crossover,Moby,Go,1991,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""8704d4bb1026ab979c295a7f9844fb86""}
"
5a849655-bd3d-402a-9547-34fbaae4837c,electronic_crossover,Moby,Porcelain,1999,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""7650af6ed8f1a6761e5babeff9672ec2""}
"
dee9229f-c7e1-458f-a16f-55496c46317d,electronic_crossover,Orbital,Chime,1989,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""8e854eac99cae6fa27cfa502839ed0ac""}
"
579c8820-a638-4c65-b02f-d6a5498f9f47,electronic_crossover,Orbital,Halcyon and On and On,1992,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""0dd32ef16d1babc3b1efe6b821c6cdbb""}
"
6b5ab4ce-b3cd-4ded-8c82-db279234f147,electronic_crossover,Portishead,Glory Box,1994,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""aab912c1a318e39811b6131c284b0e4a""}
"
f3f9152c-e4a2-45c3-8a60-d7714f51c335,electronic_crossover,Portishead,Only You,1997,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""cb619ac7e2bbf03b34c39797f68ca2bf""}
"
6974a705-aa3d-4544-915c-074248964c83,electronic_crossover,Portishead,Roads,1994,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""45414c3bc9b24da3cf7c20eebfe38863""}
"
ca365bae-7774-446d-8c2f-e271fff4a801,electronic_crossover,Portishead,Sour Times,1994,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""ee61f84f6bcd8fe322e5d23def218c0b""}
"
02f9adaf-d9c4-4b01-8ba4-83dd0936e0d0,electronic_crossover,Stereo MC's,Connected,1992,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""a6f57fbcf3aa8cc9ba3de45f8561ea56""}
"
486a5df4-0258-405a-b334-d466135edcc7,electronic_crossover,The Chemical Brothers,Block Rockin' Beats,1997,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""83f5b4864b935487abc96be14eaea4c1""}
"
98291767-4cec-405c-ba63-8f936c3d099b,electronic_crossover,The Chemical Brothers,Leave Home,1995,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""dd55dcee0c505812f7fa6d101ed11e44""}
"
43dc7d3e-761d-40ec-b8d6-1e63882e9d2f,electronic_crossover,The Chemical Brothers,Setting Sun,1996,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""d6712933cf3f50f9ea2599aae7b1cc37""}
"
576fb2b8-b95a-4d0e-9ce8-0e05a4f5c200,electronic_crossover,The Orb,Little Fluffy Clouds,1990,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""81275588a338d9b1eb4f7645ab1b5341""}
"
74c6d0dd-95a5-4e8d-9ba3-39d6f51206a8,electronic_crossover,The Prodigy,Breathe,1996,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""a65808892f2c6ce070e1e66af0fc4f70""}
"
6883c296-f9b1-41f7-9233-d37fd6beb3cd,electronic_crossover,The Prodigy,Firestarter,1996,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""cc2c1061dd9800cc2b5645c35f0de332""}
"
059650dc-b5d5-4cd0-97a3-b0b6b2d6e84d,electronic_crossover,The Prodigy,Out of Space,1992,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""d28bd5cc83492ca4d0af94a85f3d60e3""}
"
858571a0-e35b-4380-83bb-df013b6206f0,electronic_crossover,Underworld,Born Slippy .NUXX,1995,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""4cfa3aac72f3e83a4e098bfa5370207a""}
"
b9bb7f17-eada-42a4-aa56-fb5be435f84b,electronic_crossover,Underworld,Cowgirl,1994,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""a9646f15371d782a88199458e48ee45f""}
"
497cdaf1-ae07-4269-8094-5739e1068703,electronic_crossover,Underworld,Dark & Long,1994,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""520c42ba1b4cae9c5c0f5ae94e70163f""}
"
679712ea-b882-4596-8f45-14ef7ce7eb09,electronic_crossover,Underworld,Rez,1993,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""eb0f61b640ad227962b2cea182957be1""}
"
964748cd-d754-4795-815c-f80f8bb72acf,goth_darkwave,All About Eve,Martha's Harbour,1988,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""0c38db526b1f539ceb2e1aa6322544ab""}
"
00cdc2b4-fc11-4b97-ba03-7dd6f8f76538,goth_darkwave,Bauhaus,Bela Lugosi's Dead,1979,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""86ec947d47d8b7a8d16033906ebdd4d2""}
"
22ec4c68-9c21-446c-8e90-b75766377980,goth_darkwave,Bauhaus,She's in Parties,1983,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""8f983c58c9eb900c397bd3cd9d673871""}
"
db51f9b3-d954-47f5-88f8-95b910e6faa7,goth_darkwave,Echo & the Bunnymen,Bring on the Dancing Horses,1985,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""f8bf35dbda3d2608224bfb807ab427cc""}
"
99ae9257-25cc-4033-953f-e6fefd99bd5e,goth_darkwave,Echo & the Bunnymen,The Killing Moon,1984,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""5cfcd507aa97baaa591f09ad005e3a1a""}
"
4c713496-3a89-435a-9f6b-fbeafe42d8a1,goth_darkwave,Joy Division,Atmosphere,1980,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""4b19b2162cb62954641f1fbd7c6ca80f""}
"
32a27f75-2c67-40f9-955e-f761561d1b0b,goth_darkwave,Joy Division,She's Lost Control,1979,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""91512a11934e63242355caca74a65605""}
"
d6c4ba8b-433a-49c2-8e97-3208b3dfc3f2,goth_darkwave,Nick Cave & the Bad Seeds,Into My Arms,1997,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""eacc75213f2a698741f45019c092df94""}
"
99e30a6a-4a46-4b02-914f-eee049d6675b,goth_darkwave,Nick Cave & the Bad Seeds,Red Right Hand,1994,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""d1e4746f952de68e7addfaca5dfa8bb0""}
"
330a0505-892f-4742-96fe-e332980c0ad5,goth_darkwave,Nick Cave & the Bad Seeds,The Mercy Seat,1988,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""452105084951d644edc0b6b0e97130e2""}
"
4fdc3c7b-6c3d-4887-9fe6-6777ee1ef080,goth_darkwave,Nick Cave & the Bad Seeds,The Ship Song,1990,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""b14ce29c5e341208edad1cf32f04bba7""}
"
0de9ecff-ce4b-4a92-bee9-14ed728fa031,goth_darkwave,Peter Murphy,Cuts You Up,1989,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""958dbfc3bd5f2329cf57e00d4e271681""}
"
113cc8b6-f738-4fa9-ac55-465a90316f85,goth_darkwave,Siouxsie and the Banshees,Christine,1980,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""923b579e8eca8bc65a836a6ce54d58c5""}
"
2d3c8768-c61f-4a59-89c8-39fd4c69c3f4,goth_darkwave,Siouxsie and the Banshees,Cities in Dust,1985,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""c4aa12244191f00c0481375a238e153a""}
"
09207af5-2834-4145-bafc-23a3632605f8,goth_darkwave,Sisters of Mercy,Lucretia My Reflection,1987,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""91f553c98b6e94d9f25d5b1d46e656cb""}
"
a593aa7d-fe11-47a8-8f2b-2b812243f63c,goth_darkwave,Sisters of Mercy,This Corrosion,1987,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""cd3b6b751c7cc866aab98339c861d48e""}
"
31389b93-9587-4449-b62d-9d166a509f45,goth_darkwave,The Cure,A Forest,1980,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""a4839a4fff53563eb7bd9fe5beb77765""}
"
ed71d549-938b-4f58-9fa6-31493f73d4aa,goth_darkwave,The Cure,Charlotte Sometimes,1981,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""e6becc6173451caab3631a140b63146a""}
"
583fa9f3-971c-4669-8169-4dcaa0786124,goth_darkwave,The Cure,In Between Days,1985,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""5d9fde3a3592db52d82efb0c663eccf6""}
"
f7bc8e6c-64bd-448b-8e94-02f225b18966,goth_darkwave,The Cure,Lovesong,1989,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""8246b54ec205b8ee9f3b12704547f7f8""}
"
ca41659e-e443-4b99-b3ab-5273dea8aac2,goth_darkwave,The Cure,Pictures of You,1989,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""e4de1c5d307de48295ea84cb97529aa9""}
"
aa8b96e7-e180-4be9-997c-891e14d0e54e,goth_darkwave,The Cure,Plainsong,1989,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""27a5a1e96b3d46884b2116a6aa8f2cc0""}
"
897260bb-634c-46bb-8e31-3d48c8b4e138,goth_darkwave,The Mission,Tower of Strength,1988,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""07c9fdb222912ff7dce6e74a014183f4""}
"
fa66118b-a655-4190-b4ec-89b8bcb19d54,goth_darkwave,This Mortal Coil,Kangaroo,1984,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""2a8cea4e08231a0a9e3f9af5fc1b87ce""}
"
fd15a3f3-95bb-4023-abc5-c5f85979d375,goth_darkwave,This Mortal Coil,Song to the Siren,1983,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""9b0ee2bdc3103bba30ab036e72119a97""}
"
61068e75-14e9-414b-bb3c-4be642c88892,grunge_altrock,Alice in Chains,Man in the Box,1990,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""d0b8866703af4e3782e1ad571b6b0750""}
"
98434303-ddff-4b2b-a761-42c7fdce17a9,grunge_altrock,Alice in Chains,Rooster,1992,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""e23a78a705368cb5e6978b892cbf20da""}
"
56b0f82c-0ce7-4f68-aa6d-b9f2cb1d9220,grunge_altrock,Alice in Chains,Would?,1992,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""7b8c6cf4413b0f4635eabd3ec71b358b""}
"
258ac76a-54bb-4be9-81fc-b4d95e4f67bb,grunge_altrock,Beck,Loser,1993,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""68f370dbe83ef85331cd943989bc5ada""}
"
0dccb739-f09d-4491-be02-c9c7578b9401,grunge_altrock,Nirvana,Come as You Are,1991,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""e9eaa706b55ba8d312ecf48fc3e538bb""}
"
2e08b26e-7e79-4213-864d-1975dd4be219,grunge_altrock,Nirvana,Heart-Shaped Box,1993,,,,,"LLM 403: {""status"":403,""type"":""credit_limit_reached"",""title"":""Workspace credit limit reached"",""message"":""Workspace credit limit reached"",""details"":""This workspace has reached its credit limit. Ask your workspace owner to adjust the workspace limit."",""props"":{""applicability"":""ai_gateway"",""scope"":""workspace""},""request_id"":""c9ffab7e67e8bc984c51b65b0b44e9bf""}
"
